ingredients,variable,value
vegetable_oil,pork_sausage,0.0223471102726
green_bell_pepper,pork_sausage,0.0210484172943
beef_liver,pork_sausage,0.0
cream_cheese,pork_sausage,0.00539147321799
apricot,pork_sausage,7.2247375012e-05
peppermint,pork_sausage,0.0
sea_algae,pork_sausage,0.0
dill,pork_sausage,0.00849697939758
peach,pork_sausage,2.40824583373e-05
saffron,pork_sausage,0.00193795805642
mustard,pork_sausage,0.00310747298331
gardenia,pork_sausage,0.0
strawberry_juice,pork_sausage,0.0
emmental_cheese,pork_sausage,0.0
wheat_bread,pork_sausage,0.00264875437435
cabernet_sauvignon_wine,pork_sausage,0.0
peanut,pork_sausage,0.0
geranium,pork_sausage,0.0
smoked_fish,pork_sausage,0.0
asparagus,pork_sausage,0.0
wheat,pork_sausage,0.0382976508153
tarragon,pork_sausage,2.40824583373e-05
soy_sauce,pork_sausage,0.00486570833934
buckwheat,pork_sausage,0.0
popcorn,pork_sausage,0.0
mussel,pork_sausage,0.000622963649546
peppermint_oil,pork_sausage,0.0
apple,pork_sausage,0.00252343615059
lime,pork_sausage,0.000582052413422
rutabaga,pork_sausage,0.0
crab,pork_sausage,7.2247375012e-05
tangerine,pork_sausage,2.40824583373e-05
carrot,pork_sausage,0.0282940122158
lamb,pork_sausage,0.000854550133068
rhubarb,pork_sausage,0.0
kohlrabi,pork_sausage,0.0
cardamom,pork_sausage,0.0
mozzarella_cheese,pork_sausage,0.0234127827752
cabbage,pork_sausage,0.017230228918
pork_sausage,pork_sausage,0.0
tomato,pork_sausage,0.0755778423101
peanut_oil,pork_sausage,0.00110780755763
artichoke,pork_sausage,0.00102918517406
walnut,pork_sausage,0.000144494750024
orange,pork_sausage,0.000598881191208
roasted_pecan,pork_sausage,0.0
citrus,pork_sausage,0.0
coriander,pork_sausage,0.00193986536598
cider,pork_sausage,0.00328974264961
lentil,pork_sausage,0.00162806636526
whole_grain_wheat_flour,pork_sausage,0.0
mate,pork_sausage,0.0
barley,pork_sausage,0.000287399366435
bell_pepper,pork_sausage,0.049857215833
parsnip,pork_sausage,4.81649166747e-05
romano_cheese,pork_sausage,0.00296714323048
shallot,pork_sausage,0.00275270270068
clove,pork_sausage,0.0
bone_oil,pork_sausage,0.0
matsutake,pork_sausage,0.0
seaweed,pork_sausage,0.0
sour_cherry,pork_sausage,0.0
chicken,pork_sausage,0.015664911103
sauerkraut,pork_sausage,0.0115639220895
bean,pork_sausage,0.0144355828183
bourbon_whiskey,pork_sausage,4.81649166747e-05
nutmeg,pork_sausage,0.0010006350167
violet,pork_sausage,0.0
japanese_plum,pork_sausage,0.0
cauliflower,pork_sausage,2.40824583373e-05
sassafras,pork_sausage,0.0
jasmine_tea,pork_sausage,0.0
prickly_pear,pork_sausage,0.0
black_raspberry,pork_sausage,0.0
marjoram,pork_sausage,0.00992950853074
oregano,pork_sausage,0.035346395027
yam,pork_sausage,4.81649166747e-05
wood,pork_sausage,0.0
vanilla,pork_sausage,7.2247375012e-05
parmesan_cheese,pork_sausage,0.0191663015868
pork_liver,pork_sausage,0.0
squid,pork_sausage,0.000239234449761
sesame_seed,pork_sausage,0.000422171630312
fenugreek,pork_sausage,0.000472411066896
balm,pork_sausage,0.0
broccoli,pork_sausage,0.00277678515902
feta_cheese,pork_sausage,0.000630217330097
white_wine,pork_sausage,0.0118343115811
oat,pork_sausage,0.000639398141645
nira,pork_sausage,0.0
lovage,pork_sausage,4.81649166747e-05
onion,pork_sausage,0.11740336731
leaf,pork_sausage,0.0
truffle,pork_sausage,0.0
pepper,pork_sausage,0.0439860822621
champagne_wine,pork_sausage,0.0
black_bean,pork_sausage,0.00283887354264
cranberry,pork_sausage,0.000168577208361
mandarin_peel,pork_sausage,0.0
green_tea,pork_sausage,0.0
cocoa,pork_sausage,0.000757883302335
caviar,pork_sausage,0.0
sturgeon_caviar,pork_sausage,0.0
lime_peel_oil,pork_sausage,0.0
artemisia,pork_sausage,0.0
lilac_flower_oil,pork_sausage,0.0
cashew,pork_sausage,0.0
star_anise,pork_sausage,0.0
munster_cheese,pork_sausage,7.2247375012e-05
starch,pork_sausage,0.00217895242683
condiment,pork_sausage,0.0
mackerel,tomato,0.000376081233546
black_pepper,tomato,0.169512587964
peanut_butter,tomato,7.2247375012e-05
black_mustard_seed_oil,tomato,0.008075612249
celery_oil,tomato,0.050797627024
red_bean,tomato,0.0
almond,tomato,0.0275922770836
bacon,tomato,0.0114347089955
lavender,tomato,0.00219188799251
litchi,tomato,0.0
jasmine,tomato,0.00161030595813
maple_syrup,tomato,4.81649166747e-05
smoke,tomato,0.000239234449761
soybean,tomato,0.00320583858231
blueberry,tomato,0.0
red_kidney_bean,tomato,0.000390982880336
pecan,tomato,0.000287399366435
smoked_sausage,tomato,0.00264875437435
chayote,tomato,0.000685635927323
honey,tomato,0.0277649410643
cottage_cheese,tomato,0.000606134871759
hop,tomato,0.0
wine,tomato,0.0
orange_juice,tomato,0.00638104886434
roasted_sesame_seed,tomato,0.0
avocado,tomato,0.00469745811097
tomato_juice,tomato,2.40824583373e-05
fig,tomato,0.0
savory,tomato,0.0
coffee,tomato,0.000640988275257
bread,tomato,0.0266959240095
meat,tomato,0.0113969704998
thyme,tomato,0.0141674523778
citrus_peel,tomato,0.0
rosemary,tomato,4.81649166747e-05
prawn,tomato,0.00218818380744
turnip,tomato,0.0137604422409
sweet_potato,tomato,0.00549649771781
black_sesame_seed,tomato,0.0
roasted_hazelnut,tomato,0.0
raisin,tomato,0.00289482307666
garlic,tomato,0.34460065661
cheddar_cheese,tomato,4.81649166747e-05
pimento,tomato,0.0038119088364
lettuce,tomato,0.0322082990423
tamarind,tomato,0.0190928784824
licorice,tomato,0.0
cereal,tomato,0.000239234449761
hazelnut,tomato,0.0
ginger,tomato,0.152021288186
seed,tomato,0.0339862198281
mint,tomato,0.0230292205963
goat_cheese,tomato,0.000950879966417
watercress,tomato,0.00221226626578
macadamia_nut,tomato,0.0
pineapple,tomato,0.0
armagnac,tomato,0.000615315683307
tequila,tomato,0.000366900421999
sage,tomato,0.0049186582136
fennel,tomato,0.0342188200898
chamomile,tomato,0.0
shellfish,tomato,0.0
milk_fat,tomato,0.001813704505
celery,tomato,0.00849351020148
mung_bean,tomato,0.0
rice,tomato,0.000263316908098
sour_milk,tomato,0.0
watermelon,tomato,0.0
sheep_cheese,tomato,0.0
bay,tomato,0.00701542768669
grape_juice,tomato,0.00447824178986
nut,tomato,0.00947880333592
yogurt,tomato,0.00170663579148
lemon_peel,tomato,0.0
huckleberry,tomato,0.0
cod,tomato,0.0
lime_juice,tomato,0.0140094282295
beef,tomato,0.0172068845235
shiitake,tomato,0.000424246150221
parsley,tomato,0.0290260080728
beer,tomato,0.000424246150221
horseradish,tomato,0.00312116544124
beet,tomato,0.00262467191601
basil,tomato,0.00548247984084
roasted_beef,tomato,0.0
mushroom,tomato,0.035406691564
baked_potato,tomato,0.0
chervil,tomato,0.00101547937519
carnation,tomato,0.0
vegetable,tomato,0.00138084695188
papaya,tomato,0.000342817963661
tuna,tomato,0.00308484102456
butter,tomato,0.172869205285
orange_peel,tomato,0.0019812609884
kale,tomato,0.000526633816196
ham,tomato,0.00680135200366
cherry,tomato,0.0
cognac,tomato,0.0
galanga,tomato,0.0
okra,tomato,0.00520289362962
eel,tomato,0.0
bartlett_pear,tomato,0.0
lingonberry,tomato,0.0
plum,tomato,0.0
octopus,tomato,0.0
gin,tomato,0.0
whiskey,tomato,4.81649166747e-05
cacao,tomato,0.0
strawberry_jam,tomato,0.0
leek,tomato,2.40824583373e-05
rapeseed,tomato,0.000239234449761
caraway,tomato,2.40824583373e-05
potato,tomato,0.0101823541973
cherry_brandy,tomato,0.0
lemon_juice,tomato,0.0806570110922
sunflower_oil,tomato,0.00161030595813
anise_seed,tomato,0.0
milk,tomato,0.0187468760486
grape,tomato,0.000948952835421
camembert_cheese,tomato,0.0
melon,tomato,0.0
thai_pepper,tomato,0.0
yeast,tomato,0.00901272846271
grape_brandy,tomato,0.0
pork,tomato,0.023842927758
currant,tomato,0.00331937799043
frankfurter,tomato,0.0
corn,tomato,0.0771438988381
corn_flake,tomato,0.0
root,tomato,0.0
cinnamon,tomato,0.0195120715569
carob,tomato,0.0
radish,tomato,0.00235541509095
raspberry,tomato,0.000366900421999
sake,tomato,0.0
olive,tomato,0.031858111012
spearmint,tomato,0.0
gelatin,tomato,0.000366900421999
date,tomato,0.0
mango,tomato,0.00329285929128
coconut_oil,tomato,0.0
chickpea,tomato,0.0425443660808
beef_broth,tomato,0.0
rye_flour,tomato,0.0
kelp,tomato,0.0
cheese,tomato,0.0460543811804
bitter_orange,tomato,0.0
cassava,tomato,0.0
cane_molasses,tomato,0.0675405192926
coconut,tomato,0.0342075750504
port_wine,tomato,0.004
egg,tomato,0.000838115640969
rye_bread,tomato,9.63298333494e-05
beech,tomato,0.0
nectarine,tomato,0.0
pumpkin,tomato,4.81649166747e-05
cumin,tomato,0.0993122608032
mutton,tomato,0.0
roasted_peanut,tomato,2.40824583373e-05
roasted_meat,tomato,2.40824583373e-05
mandarin,tomato,0.0
brassica,tomato,2.40824583373e-05
berry,tomato,0.0
tabasco_pepper,tomato,0.02429885469
turkey,tomato,0.0198699115083
red_wine,tomato,0.037433614887
squash,tomato,0.0267612287564
jamaican_rum,tomato,0.0
passion_fruit,tomato,0.0
macaroni,tomato,0.00628094319611
catfish,tomato,0.0
lemon,tomato,0.00573355382025
salmon_roe,tomato,0.0
brown_rice,tomato,0.000487312713685
veal,tomato,0.00437264562282
cilantro,tomato,0.0257691898361
rose,tomato,0.0
cayenne,tomato,0.0857524289808
endive,tomato,4.81649166747e-05
clam,tomato,0.00043189411646
blackberry,tomato,0.0
lobster,tomato,0.0045901893101
chicken_liver,tomato,0.0
shrimp,tomato,0.011202890771
pistachio,tomato,0.0
swiss_cheese,tomato,0.000359646741448
chive,tomato,0.0026575157579
white_bread,tomato,0.000702464705109
cured_pork,tomato,0.000598881191208
anise,tomato,0.0
strawberry,tomato,0.000342817963661
cream,tomato,0.0235508397808
angelica,tomato,0.0
roasted_almond,tomato,0.0
pear,tomato,0.0
brandy,tomato,0.00346977786976
brussels_sprout,tomato,2.40824583373e-05
porcini,tomato,0.00148357161524
lima_bean,tomato,0.00574650311273
kidney_bean,tomato,0.00489243919435
apple_brandy,tomato,0.0
egg_noodle,tomato,0.00272100174936
tea,tomato,0.0
bergamot,tomato,0.0
sesame_oil,tomato,0.00924922875499
guava,tomato,0.0
roquefort_cheese,tomato,2.40824583373e-05
herring,tomato,0.0
malt,tomato,2.40824583373e-05
enokidake,tomato,0.0
durian,tomato,0.0
muscat_grape,tomato,0.0
turmeric,tomato,0.0
katsuobushi,tomato,0.0
raw_beef,tomato,0.0
ouzo,tomato,0.0
wasabi,tomato,2.40824583373e-05
juniper_berry,tomato,0.0
chicken_broth,tomato,0.0163171474248
fish,tomato,0.0404508682857
lemongrass,tomato,0.00440045007322
flower,tomato,0.0
roasted_nut,tomato,0.0
quince,tomato,0.0
concord_grape,tomato,0.0
fruit,tomato,0.000342817963661
black_tea,tomato,2.40824583373e-05
orange_flower,tomato,0.0
scallion,tomato,0.00846748350025
banana,tomato,0.0
gruyere_cheese,tomato,0.0
blackberry_brandy,tomato,0.0
haddock,tomato,0.0
kiwi,tomato,0.00305423754065
corn_grit,tomato,0.00122111355768
sherry,tomato,0.00296442873287
salmon,tomato,0.00413405404868
mace,tomato,0.00163438841647
oyster,tomato,0.00678395333333
soybean_oil,tomato,0.0
laurel,tomato,0.0
elderberry,tomato,0.0
blue_cheese,tomato,0.000821286863183
olive_oil,tomato,0.226083195808
scallop,tomato,0.00514035261233
pear_brandy,tomato,0.0
provolone_cheese,tomato,0.00129409221577
red_algae,tomato,0.0
buttermilk,tomato,0.0
vinegar,tomato,0.0225993992069
liver,tomato,0.0
potato_chip,tomato,0.0
black_currant,tomato,0.0
chicory,tomato,2.40824583373e-05
cucumber,tomato,0.0168758053438
pimenta,tomato,0.0
sumac,tomato,0.0
roasted_pork,tomato,7.2247375012e-05
grapefruit,tomato,0.000342817963661
kumquat,tomato,0.0
holy_basil,tomato,0.0
zucchini,tomato,4.81649166747e-05
palm,tomato,2.40824583373e-05
lard,tomato,0.0
pea,tomato,0.000287399366435
rum,tomato,2.40824583373e-05
pelargonium,tomato,0.0
smoked_salmon,tomato,0.0
oatmeal,tomato,0.0
chinese_cabbage,tomato,0.0
vegetable_oil,tomato,0.00503038102198
green_bell_pepper,tomato,0.0551132830285
beef_liver,tomato,0.0
cream_cheese,tomato,0.00201831796253
apricot,tomato,0.00288907400758
peppermint,tomato,0.0
sea_algae,tomato,0.0
dill,tomato,0.0138124246082
peach,tomato,0.0
saffron,tomato,0.00103956183353
mustard,tomato,0.0337073780145
gardenia,tomato,0.0
strawberry_juice,tomato,0.0
emmental_cheese,tomato,0.0
wheat_bread,tomato,0.0
cabernet_sauvignon_wine,tomato,0.000263316908098
peanut,tomato,2.40824583373e-05
geranium,tomato,0.0
smoked_fish,tomato,0.0
asparagus,tomato,0.000950879966417
wheat,tomato,0.124641087699
tarragon,tomato,0.000424246150221
soy_sauce,tomato,0.000313071958386
buckwheat,tomato,0.0
popcorn,tomato,0.0
mussel,tomato,0.000376081233546
peppermint_oil,tomato,0.0
apple,tomato,0.0153583081415
lime,tomato,0.0139522191524
rutabaga,tomato,0.00262467191601
crab,tomato,0.0
tangerine,tomato,0.0
carrot,tomato,0.104361627745
lamb,tomato,0.0704542229844
rhubarb,tomato,0.000239234449761
kohlrabi,tomato,0.0
cardamom,tomato,0.0262243393676
mozzarella_cheese,tomato,0.0107200797202
cabbage,tomato,0.0118002105986
pork_sausage,tomato,0.017359232234
tomato,tomato,0.0
peanut_oil,tomato,0.0237660056254
artichoke,tomato,0.000504141491472
walnut,tomato,0.0
orange,tomato,0.00286499154925
roasted_pecan,tomato,0.0
citrus,tomato,0.0
coriander,tomato,0.139633185527
cider,tomato,0.0044795200684
lentil,tomato,0.00043189411646
whole_grain_wheat_flour,tomato,0.000830130677347
mate,tomato,0.0
barley,tomato,0.0
bell_pepper,tomato,0.0181729754895
parsnip,tomato,0.000502551357859
romano_cheese,tomato,0.000598881191208
shallot,tomato,0.0196413145124
clove,tomato,0.0
bone_oil,tomato,0.00321699032446
matsutake,tomato,0.0
seaweed,tomato,0.0
sour_cherry,tomato,0.0
chicken,tomato,0.0468346893224
sauerkraut,tomato,9.63298333494e-05
bean,tomato,0.0461459099636
bourbon_whiskey,tomato,0.000240824583373
nutmeg,tomato,0.00129250208215
violet,tomato,0.0
japanese_plum,tomato,0.0
cauliflower,tomato,0.00384357556581
sassafras,tomato,0.0
jasmine_tea,tomato,0.0
prickly_pear,tomato,0.0
black_raspberry,tomato,0.0
marjoram,tomato,0.0162789380142
oregano,tomato,0.0411915990716
yam,tomato,2.40824583373e-05
wood,tomato,7.2247375012e-05
vanilla,tomato,2.40824583373e-05
parmesan_cheese,tomato,0.0060426403757
pork_liver,tomato,0.0
squid,tomato,0.00344289763239
sesame_seed,tomato,2.40824583373e-05
fenugreek,tomato,0.105419386282
balm,tomato,0.0
broccoli,tomato,0.00333897712111
feta_cheese,tomato,0.00167623128194
white_wine,tomato,0.0317681540662
oat,tomato,0.000287399366435
nira,tomato,0.0
lovage,tomato,0.000342817963661
onion,tomato,0.119878997923
leaf,tomato,0.0
truffle,tomato,0.0
pepper,tomato,0.155291051165
champagne_wine,tomato,0.0
black_bean,tomato,0.00189687960994
cranberry,tomato,0.0
mandarin_peel,tomato,0.0
green_tea,tomato,0.0
cocoa,tomato,0.00224231376812
caviar,tomato,0.0
sturgeon_caviar,tomato,0.0
lime_peel_oil,tomato,0.00144351922966
artemisia,tomato,0.0
lilac_flower_oil,tomato,0.0
cashew,tomato,0.00322061191626
star_anise,tomato,0.0
munster_cheese,tomato,0.0
starch,tomato,0.00882922310824
condiment,tomato,2.40824583373e-05
mackerel,peanut_oil,0.0
black_pepper,peanut_oil,4.81649166747e-05
peanut_butter,peanut_oil,2.40824583373e-05
black_mustard_seed_oil,peanut_oil,0.0
celery_oil,peanut_oil,0.0
red_bean,peanut_oil,0.0
almond,peanut_oil,0.0
bacon,peanut_oil,0.0
lavender,peanut_oil,0.0
litchi,peanut_oil,0.0
jasmine,peanut_oil,0.0
maple_syrup,peanut_oil,0.0
smoke,peanut_oil,0.0
soybean,peanut_oil,0.0
blueberry,peanut_oil,0.0
red_kidney_bean,peanut_oil,0.0
pecan,peanut_oil,0.0
smoked_sausage,peanut_oil,0.0
chayote,peanut_oil,0.0
honey,peanut_oil,2.40824583373e-05
cottage_cheese,peanut_oil,0.0
hop,peanut_oil,0.0
wine,peanut_oil,0.0
orange_juice,peanut_oil,2.40824583373e-05
roasted_sesame_seed,peanut_oil,0.0
avocado,peanut_oil,0.0
tomato_juice,peanut_oil,0.0
fig,peanut_oil,0.0
savory,peanut_oil,0.0
coffee,peanut_oil,0.0
bread,peanut_oil,0.0
meat,peanut_oil,0.0
thyme,peanut_oil,0.0
citrus_peel,peanut_oil,0.0
rosemary,peanut_oil,0.0
prawn,peanut_oil,0.0
turnip,peanut_oil,0.0
sweet_potato,peanut_oil,0.0
black_sesame_seed,peanut_oil,0.0
roasted_hazelnut,peanut_oil,0.0
raisin,peanut_oil,0.0
garlic,peanut_oil,0.000120412291687
cheddar_cheese,peanut_oil,0.0
pimento,peanut_oil,0.0
lettuce,peanut_oil,0.0
tamarind,peanut_oil,0.0
licorice,peanut_oil,0.0
cereal,peanut_oil,0.0
hazelnut,peanut_oil,0.0
ginger,peanut_oil,9.63298333494e-05
seed,peanut_oil,0.0
mint,peanut_oil,0.0
goat_cheese,peanut_oil,0.0
watercress,peanut_oil,0.0
macadamia_nut,peanut_oil,0.0
pineapple,peanut_oil,0.0
armagnac,peanut_oil,0.0
tequila,peanut_oil,0.0
sage,peanut_oil,0.0
fennel,peanut_oil,0.0
chamomile,peanut_oil,0.0
shellfish,peanut_oil,0.0
milk_fat,peanut_oil,0.0
celery,peanut_oil,0.0
mung_bean,peanut_oil,0.0
rice,peanut_oil,0.0
sour_milk,peanut_oil,0.0
watermelon,peanut_oil,0.0
sheep_cheese,peanut_oil,0.0
bay,peanut_oil,0.0
grape_juice,peanut_oil,0.0
nut,peanut_oil,0.0
yogurt,peanut_oil,0.0
lemon_peel,peanut_oil,0.0
huckleberry,peanut_oil,0.0
cod,peanut_oil,0.0
lime_juice,peanut_oil,0.00161030595813
beef,peanut_oil,2.40824583373e-05
shiitake,peanut_oil,0.0
parsley,peanut_oil,2.40824583373e-05
beer,peanut_oil,2.40824583373e-05
horseradish,peanut_oil,0.0
beet,peanut_oil,0.0
basil,peanut_oil,0.0
roasted_beef,peanut_oil,0.0
mushroom,peanut_oil,0.0
baked_potato,peanut_oil,0.0
chervil,peanut_oil,2.40824583373e-05
carnation,peanut_oil,0.0
vegetable,peanut_oil,0.0
papaya,peanut_oil,0.0
tuna,peanut_oil,0.0
butter,peanut_oil,0.00451743282526
orange_peel,peanut_oil,0.0
kale,peanut_oil,0.0
ham,peanut_oil,0.0
cherry,peanut_oil,0.0
cognac,peanut_oil,0.0
galanga,peanut_oil,0.0
okra,peanut_oil,0.0
eel,peanut_oil,0.0
bartlett_pear,peanut_oil,0.0
lingonberry,peanut_oil,0.0
plum,peanut_oil,0.0
octopus,peanut_oil,0.0
gin,peanut_oil,0.0
whiskey,peanut_oil,0.0
cacao,peanut_oil,0.0
strawberry_jam,peanut_oil,0.0
leek,peanut_oil,0.0
rapeseed,peanut_oil,0.0
caraway,peanut_oil,0.0
potato,peanut_oil,0.0
cherry_brandy,peanut_oil,0.0
lemon_juice,peanut_oil,0.0
sunflower_oil,peanut_oil,0.0
anise_seed,peanut_oil,0.0
milk,peanut_oil,0.0
grape,peanut_oil,0.0
camembert_cheese,peanut_oil,0.0
melon,peanut_oil,0.0
thai_pepper,peanut_oil,0.0
yeast,peanut_oil,0.0
grape_brandy,peanut_oil,0.0
pork,peanut_oil,4.81649166747e-05
currant,peanut_oil,0.0
frankfurter,peanut_oil,0.0
corn,peanut_oil,0.0
corn_flake,peanut_oil,0.0
root,peanut_oil,0.0
cinnamon,peanut_oil,0.0
carob,peanut_oil,0.0
radish,peanut_oil,0.0
raspberry,peanut_oil,0.0
sake,peanut_oil,2.40824583373e-05
olive,peanut_oil,0.0
spearmint,peanut_oil,0.0
gelatin,peanut_oil,0.0
date,peanut_oil,0.0
mango,peanut_oil,0.0
coconut_oil,peanut_oil,0.0
chickpea,peanut_oil,0.0
beef_broth,peanut_oil,0.0
rye_flour,peanut_oil,0.0
kelp,peanut_oil,0.0
cheese,peanut_oil,2.40824583373e-05
bitter_orange,peanut_oil,0.0
cassava,peanut_oil,0.0
cane_molasses,peanut_oil,0.00593962620114
coconut,peanut_oil,0.0
port_wine,peanut_oil,0.0
egg,peanut_oil,0.0
rye_bread,peanut_oil,0.0
beech,peanut_oil,0.0
nectarine,peanut_oil,0.0
pumpkin,peanut_oil,0.0
cumin,peanut_oil,0.0015503875969
mutton,peanut_oil,0.0
roasted_peanut,peanut_oil,0.0
roasted_meat,peanut_oil,0.0
mandarin,peanut_oil,0.0
brassica,peanut_oil,0.0
berry,peanut_oil,0.0
tabasco_pepper,peanut_oil,0.0
turkey,peanut_oil,4.81649166747e-05
red_wine,peanut_oil,0.0
squash,peanut_oil,0.0
jamaican_rum,peanut_oil,0.0
passion_fruit,peanut_oil,0.0
macaroni,peanut_oil,2.40824583373e-05
catfish,peanut_oil,0.0
lemon,peanut_oil,0.0
salmon_roe,peanut_oil,0.0
brown_rice,peanut_oil,0.0
veal,peanut_oil,0.0
cilantro,peanut_oil,2.40824583373e-05
rose,peanut_oil,0.0
cayenne,peanut_oil,0.00162263497191
endive,peanut_oil,0.0
clam,peanut_oil,0.0
blackberry,peanut_oil,0.0
lobster,peanut_oil,0.0
chicken_liver,peanut_oil,0.0
shrimp,peanut_oil,0.0
pistachio,peanut_oil,0.0
swiss_cheese,peanut_oil,0.0
chive,peanut_oil,0.0
white_bread,peanut_oil,0.0
cured_pork,peanut_oil,0.0
anise,peanut_oil,0.0
strawberry,peanut_oil,0.0
cream,peanut_oil,0.0
angelica,peanut_oil,0.0
roasted_almond,peanut_oil,0.0
pear,peanut_oil,0.0
brandy,peanut_oil,0.0
brussels_sprout,peanut_oil,0.0
porcini,peanut_oil,0.0
lima_bean,peanut_oil,0.0
kidney_bean,peanut_oil,0.0
apple_brandy,peanut_oil,0.0
egg_noodle,peanut_oil,0.0
tea,peanut_oil,0.0
bergamot,peanut_oil,0.0
sesame_oil,peanut_oil,4.81649166747e-05
guava,peanut_oil,0.0
roquefort_cheese,peanut_oil,0.0
herring,peanut_oil,0.0
malt,peanut_oil,0.0
enokidake,peanut_oil,0.0
durian,peanut_oil,0.0
muscat_grape,peanut_oil,0.0
turmeric,peanut_oil,0.0
katsuobushi,peanut_oil,0.0
raw_beef,peanut_oil,0.0
ouzo,peanut_oil,0.0
wasabi,peanut_oil,0.0
juniper_berry,peanut_oil,0.0
chicken_broth,peanut_oil,0.0
fish,peanut_oil,0.0
lemongrass,peanut_oil,0.0
flower,peanut_oil,0.0
roasted_nut,peanut_oil,0.0
quince,peanut_oil,0.0
concord_grape,peanut_oil,0.0
fruit,peanut_oil,0.0
black_tea,peanut_oil,0.0
orange_flower,peanut_oil,0.0
scallion,peanut_oil,2.40824583373e-05
banana,peanut_oil,0.0
gruyere_cheese,peanut_oil,0.0
blackberry_brandy,peanut_oil,0.0
haddock,peanut_oil,0.0
kiwi,peanut_oil,0.0
corn_grit,peanut_oil,0.0
sherry,peanut_oil,0.0
salmon,peanut_oil,0.0
mace,peanut_oil,0.0
oyster,peanut_oil,0.0
soybean_oil,peanut_oil,0.0
laurel,peanut_oil,0.0
elderberry,peanut_oil,0.0
blue_cheese,peanut_oil,0.0
olive_oil,peanut_oil,0.0
scallop,peanut_oil,0.0
pear_brandy,peanut_oil,0.0
provolone_cheese,peanut_oil,0.0
red_algae,peanut_oil,0.0
buttermilk,peanut_oil,0.0
vinegar,peanut_oil,0.000144494750024
liver,peanut_oil,0.0
potato_chip,peanut_oil,0.0
black_currant,peanut_oil,0.0
chicory,peanut_oil,0.0
cucumber,peanut_oil,0.0
pimenta,peanut_oil,0.0
sumac,peanut_oil,0.0
roasted_pork,peanut_oil,0.0
grapefruit,peanut_oil,0.0
kumquat,peanut_oil,0.0
holy_basil,peanut_oil,0.0
zucchini,peanut_oil,0.0
palm,peanut_oil,0.0
lard,peanut_oil,0.0
pea,peanut_oil,0.0
rum,peanut_oil,0.0
pelargonium,peanut_oil,0.0
smoked_salmon,peanut_oil,0.0
oatmeal,peanut_oil,0.0
chinese_cabbage,peanut_oil,0.0
vegetable_oil,peanut_oil,0.0
green_bell_pepper,peanut_oil,0.0
beef_liver,peanut_oil,0.0
cream_cheese,peanut_oil,0.0
apricot,peanut_oil,0.0
peppermint,peanut_oil,0.0
sea_algae,peanut_oil,0.0
dill,peanut_oil,0.0
peach,peanut_oil,0.0
saffron,peanut_oil,0.0
mustard,peanut_oil,0.0
gardenia,peanut_oil,0.0
strawberry_juice,peanut_oil,0.0
emmental_cheese,peanut_oil,0.0
wheat_bread,peanut_oil,0.0
cabernet_sauvignon_wine,peanut_oil,0.0
peanut,peanut_oil,0.0
geranium,peanut_oil,0.0
smoked_fish,peanut_oil,0.0
asparagus,peanut_oil,0.0
wheat,peanut_oil,0.0015503875969
tarragon,peanut_oil,0.0
soy_sauce,peanut_oil,9.63298333494e-05
buckwheat,peanut_oil,0.0
popcorn,peanut_oil,0.0
mussel,peanut_oil,0.0
peppermint_oil,peanut_oil,0.0
apple,peanut_oil,2.40824583373e-05
lime,peanut_oil,0.0
rutabaga,peanut_oil,0.0
crab,peanut_oil,0.0
tangerine,peanut_oil,0.0
carrot,peanut_oil,0.0
lamb,peanut_oil,2.40824583373e-05
rhubarb,peanut_oil,0.0
kohlrabi,peanut_oil,0.0
cardamom,peanut_oil,0.00161030595813
mozzarella_cheese,peanut_oil,0.0
cabbage,peanut_oil,0.0
pork_sausage,peanut_oil,0.0
tomato,peanut_oil,0.00474326803688
peanut_oil,peanut_oil,0.0
artichoke,peanut_oil,0.0
walnut,peanut_oil,2.40824583373e-05
orange,peanut_oil,0.0
roasted_pecan,peanut_oil,0.0
citrus,peanut_oil,0.0
coriander,peanut_oil,0.00355878272701
cider,peanut_oil,2.40824583373e-05
lentil,peanut_oil,0.0
whole_grain_wheat_flour,peanut_oil,0.0
mate,peanut_oil,0.0
barley,peanut_oil,0.0
bell_pepper,peanut_oil,7.2247375012e-05
parsnip,peanut_oil,0.0
romano_cheese,peanut_oil,0.0
shallot,peanut_oil,0.0
clove,peanut_oil,0.0
bone_oil,peanut_oil,0.0
matsutake,peanut_oil,0.0
seaweed,peanut_oil,0.0
sour_cherry,peanut_oil,0.0
chicken,peanut_oil,0.0
sauerkraut,peanut_oil,0.0
bean,peanut_oil,0.0
bourbon_whiskey,peanut_oil,0.0
nutmeg,peanut_oil,0.0
violet,peanut_oil,0.0
japanese_plum,peanut_oil,0.0
cauliflower,peanut_oil,0.0
sassafras,peanut_oil,0.0
jasmine_tea,peanut_oil,0.0
prickly_pear,peanut_oil,0.0
black_raspberry,peanut_oil,0.0
marjoram,peanut_oil,0.0
oregano,peanut_oil,0.0
yam,peanut_oil,0.0
wood,peanut_oil,0.0
vanilla,peanut_oil,0.00161030595813
parmesan_cheese,peanut_oil,0.0
pork_liver,peanut_oil,0.0
squid,peanut_oil,0.0
sesame_seed,peanut_oil,0.0
fenugreek,peanut_oil,0.0015503875969
balm,peanut_oil,0.0
broccoli,peanut_oil,0.0
feta_cheese,peanut_oil,0.0
white_wine,peanut_oil,2.40824583373e-05
